de	1076524
van	521082
het	475046
in	465706
een	388893
en	377705
op	181776
is	178443
zijn	169561
met	145723
hij	143775
te	138334
voor	136672
werd	131716
door	108506
dat	103915
die	97091
als	92743
was	91571
aan	91297
ook	77695
er	69027
tot	65832
ze	65444
om	64603
deze	64102
bij	63205
niet	62240
uit	61529
naar	55393
wordt	51971
maar	49821
worden	49246
dit	47037
of	43822
heeft	40786
zich	39630
haar	36769
na	34942
dan	32991
over	32876
nog	32399
naam	31604
eerste	31041
werden	30780
meer	30384
twee	28567
jaar	28464
inwoners	26907
eerst	26240
onder	25971
andere	25059
had	25001
hun	24970
waren	22808
kan	22609
al	20432
echter	20335
plaats	20309
geen	20305
hebben	19907
hem	19416
tussen	19297
veel	19283
zou	18864
zij	18632
soort	18395
later	17111
nieuwe	16644
wetenschappelijke	16505
gepubliceerd	16481
kunnen	15809
wel	15730
grote	15495
telt	15455
waar	15324
jaren	15190
kwam	15057
geldig	15008
zo	14979
men	14709
drie	14622
per	14415
tijdens	14414
weer	14338
tweede	14309
wat	14303
toen	14178
omdat	13983
tegen	13970
aantal	13657
deel	13247
alle	13231
tijd	13042
terug	12427
verschillende	12376
vanaf	12028
staat	11541
enkele	11356
eeuw	11298
kreeg	11160
gebruikt	11150
laatste	11141
alleen	10714
the	10598
kon	10583
zoals	10425
ging	10389
daar	10221
eigen	10217
komt	10217
af	10124
samen	10104
bekend	10025
vaak	9827
ten	9616
stad	9604
oppervlakte	9517
leven	9336
seizoen	9271
club	9216
sinds	9180
maken	9152
zelf	9152
verder	8992
mensen	8887
nu	8884
gaan	8734
hier	8710
vier	8665
volkstelling	8597
nederland	8541
komen	8473
gaat	8436
steeds	8411
meter	8373
elkaar	8349
werk	8264
ongeveer	8211
dus	8139
bedraagt	8077
vooral	8061
één	8037
moet	8003
maakte	7973
binnen	7922
kerk	7632
groot	7585
uiteindelijk	7383
bleef	7370
keer	7358
genoemd	7244
zeer	7199
waarbij	7121
album	7111
rond	7092
goed	7091
volgens	7047
toe	7024
speelde	6992
hadden	6986
beide	6947
moest	6942
ligt	6938
gemeente	6933
begon	6922
bevolkingsdichtheid	6892
waardoor	6888
bestaat	6802
mogelijk	6795
slechts	6795
mee	6793
zien	6776
lang	6768
derde	6737
oude	6729
opnieuw	6692
daarna	6678
waarin	6666
vader	6654
gemaakt	6558
nam	6502
film	6485
zonder	6479
begin	6472
zoon	6450
land	6381
kleine	6372
zal	6300
beschreven	6282
wanneer	6276
gebruik	6262
zowel	6195
gebied	6181
kinderen	6146
werken	6128
band	6120
enige	6095
via	6043
naast	6022
gebouwd	5978
weg	5977
nummer	5915
groep	5857
dood	5745
vervolgens	5711
periode	5709
dag	5684
nederlandse	5642
snel	5631
januari	5618
terwijl	5607
vijf	5596
won	5590
september	5576
stond	5573
familie	5539
wil	5523
nadat	5504
mei	5502
staan	5496
huis	5475
ter	5471
juni	5423
vrouw	5394
net	5340
der	5316
man	5306
toch	5269
hoewel	5260
eind	5235
oktober	5223
water	5212
daarnaast	5205
leeftijd	5197
vele	5169
meestal	5147
december	5106
soms	5049
grootste	5025
boven	5024
pas	5007
minder	4998
zelfs	4977
april	4935
waarvan	4935
laten	4926
maart	4913
achter	4822
wetenschappelijk	4783
altijd	4773
moeten	4740
november	4738
einde	4712
lange	4701
vanwege	4699
juli	4692
zouden	4671
meeste	4668
spelen	4619
titel	4607
vorm	4595
vinden	4593
landen	4585
volgende	4571
hen	4553
gaf	4535
nooit	4527
augustus	4516
duitse	4498
miljoen	4478
zodat	4477
boek	4453
bestaan	4452
overleed	4431
oorlog	4415
opgericht	4409
bijna	4398
daarom	4382
diverse	4381
gebouw	4381
wereld	4375
doen	4338
geven	4324
iets	4323
kwamen	4306
rol	4303
nieuw	4300
nemen	4259
bijvoorbeeld	4258
konden	4201
dezelfde	4180
vond	4170
zes	4170
tevens	4146
maakt	4131
hierdoor	4119
gezien	4099
wilde	4096
buiten	4090
weinig	4089
krijgen	4083
leden	4063
bedrijf	4048
geboren	4004
februari	3995
sommige	3980
eerder	3956
schreef	3953
totaal	3939
school	3938
leger	3925
dagen	3922
vrij	3919
meerdere	3900
vanuit	3892
serie	3890
sterk	3868
elke	3846
moeder	3834
muziek	3823
dorp	3807
moment	3788
liet	3777
verscheen	3766
onderzoek	3750
hoe	3714
soorten	3706
elk	3705
vrouwen	3690
geweest	3680
meest	3672
daarmee	3663
blijven	3654
franse	3652
huidige	3650
hoge	3638
geeft	3608
geheel	3596
wedstrijden	3596
hele	3582
koning	3582
heel	3551
krijgt	3548
succes	3544
dochter	3542
actief	3539
bracht	3538
wedstrijd	3487
wie	3484
lid	3477
uur	3460
amerikaanse	3454
duidelijk	3452
team	3451
delen	3445
houden	3440
je	3437
belangrijke	3416
eindigde	3369
volgde	3365
daarbij	3351
goede	3350
nationale	3347
beste	3344
vormen	3328
deed	3308
opgenomen	3304
korte	3303
grond	3276
namen	3264
partij	3240
volledig	3240
erg	3233
staten	3227
gespeeld	3220
station	3215
laat	3197
vierde	3183
den	3182
uitgebracht	3182
kort	3179
bevindt	3159
werkte	3159
versie	3143
waarna	3138
maanden	3134
lijn	3133
bleek	3123
enkel	3117
langs	3115
nodig	3115
wist	3113
basis	3105
bevolking	3087
plaatsen	3087
amsterdam	3078
verkocht	3071
geschiedenis	3066
tegenwoordig	3057
verhaal	3053
geslacht	3048
dienst	3045
waaronder	3035
hierbij	3018
vervangen	3008
jonge	3005
blijkt	2999
mannen	2986
belgië	2983
finale	2970
doordat	2968
gevonden	2963
punten	2961
manier	2958
zo'n	2952
gehouden	2946
bestond	2931
hoogte	2926
schip	2915
kilometer	2912
waarschijnlijk	2908
geschreven	2903
ik	2901
belangrijkste	2900
klein	2899
tien	2897
hoog	2896
duitsland	2885
brengen	2868
waarmee	2860
hand	2854
gedurende	2852
open	2846
europese	2841
regering	2837
functie	2829
algemeen	2823
geplaatst	2816
geval	2798
frankrijk	2795
alles	2775
waarop	2774
voornamelijk	2770
ronde	2769
liggen	2768
zeven	2768
s	2759
ondanks	2755
midden	2746
la	2740
kasteel	2739
geworden	2737
europa	2736
zichzelf	2730
besloot	2723
moesten	2718
