ik	100572751
je	90684284
de	76540267
het	74832946
dat	61589344
is	58428889
een	53991388
niet	48625676
en	40384483
van	33433806
in	29322252
wat	27994292
we	27228592
ze	25160678
te	24630456
hij	24101114
zijn	23423324
op	23193847
maar	21966887
er	21237229
met	19953251
voor	19883942
die	19498516
heb	17792802
me	17666076
als	17618886
was	15515074
om	13991257
ben	13888127
dit	13016686
aan	12657189
mijn	12360729
u	11856439
naar	11814272
dan	11812533
n	11322042
weet	11252986
hier	10969609
zo	10756746
kan	10720391
jij	10464747
geen	10463354
nog	10396567
heeft	10158730
wel	9870292
hem	9859490
ja	9838878
moet	9740582
hebben	9578190
wil	9522047
goed	9021709
haar	8931746
nee	8569268
ook	8167497
hoe	8151974
nu	8136815
waar	7907650
over	7848677
uit	7511204
doen	7238024
bij	7199906
of	7193922
zou	7115589
gaan	6868589
ga	6819710
mij	6720324
bent	6719332
al	6653179
ons	6113221
had	6028592
daar	5973221
iets	5916868
meer	5911269
gaat	5866572
jullie	5821891
zal	5804864
hebt	5691365
m	5680911
deze	5614647
kom	5607689
waarom	5606984
kunnen	4907619
moeten	4835301
door	4824075
laat	4760344
dus	4757640
t	4731320
jou	4492128
denk	4420436
wie	4412341
alles	4328591
echt	4310591
alleen	4196883
doe	4195908
s	4036919
toch	4034908
zien	3945451
weg	3833212
eens	3780199
man	3667014
misschien	3626084
laten	3606448
nooit	3561694
terug	3510854
nou	3486302
zei	3468157
mee	3465771
oké	3412924
niets	3336200
iemand	3323227
veel	3315487
tot	3298656
komt	3249536
toen	3246220
worden	3201211
even	3102865
onze	3088564
mensen	3070968
komen	3025613
gewoon	3009015
weten	2987810
nodig	2968711
weer	2926200
twee	2911055
tijd	2903800
wordt	2891617
tegen	2827492
leven	2826257
zeggen	2825815
net	2737465
maken	2719422
omdat	2655404
uw	2602281
zit	2568721
zeg	2546424
heel	2540861
z	2498451
wij	2491048
jaar	2479406
hou	2475295
kijk	2445292
altijd	2431804
hun	2388634
mag	2381688
gedaan	2366572
zeker	2334011
dood	2322769
werd	2321653
af	2299098
dag	2205760
wilde	2176221
huis	2162053
andere	2158639
zich	2157902
allemaal	2146464
doet	2128013
jouw	2123023
dacht	2113369
vader	2112458
kunt	2099287
zij	2065456
zoals	2061711
keer	2049448
wacht	2041057
vrouw	2033662
waren	2029270
zie	2015164
willen	1942438
anders	1937852
één	1922793
na	1914393
dank	1903590
geef	1896442
erg	1879805
kon	1862017
staat	1858775
bedankt	1853924
werk	1849818
wilt	1840967
mr	1839296
geld	1837053
beter	1817546
iedereen	1812505
praten	1807053
spijt	1794771
vinden	1787863
oh	1781552
moeder	1774877
niemand	1762653
gezien	1750591
binnen	1748763
niks	1724281
zitten	1712521
zullen	1695001
helpen	1643548
wist	1640991
vind	1626529
elkaar	1603183
ging	1602309
uur	1600468
alle	1598979
genoeg	1598054
eerste	1582855
hele	1557350
vast	1552622
sorry	1537836
kwam	1527146
klaar	1527091
drie	1522756
natuurlijk	1512969
neem	1504874
lang	1504182
zegt	1503965
leuk	1497761
toe	1482365
onder	1478766
god	1462922
maak	1455286
maakt	1448519
graag	1444885
steeds	1444283
krijgen	1443353
zonder	1429995
deed	1423896
hé	1414412
dingen	1413145
bedoel	1409413
houden	1391217
alsjeblieft	1386025
ziet	1375225
naam	1369712
geven	1368747
achter	1366116
nieuwe	1357613
grote	1355063
vertellen	1351643
hallo	1350434
idee	1349504
blijven	1338415
geweest	1329631
helemaal	1326786
goede	1308834
moest	1302863
mooi	1300010
kijken	1299417
auto	1293822
zag	1288459
snel	1286265
kun	1272641
lijkt	1271361
want	1252269
blijf	1245163
vragen	1241891
wanneer	1240588
ooit	1239412
luister	1231204
paar	1230906
kinderen	1227517
laatste	1218343
zorgen	1205823
beetje	1190050
gebeurd	1187838
meneer	1182602
vriend	1181597
hadden	1173286
hand	1171781
vraag	1171340
zelfs	1164194
zelf	1162127
gek	1159124
samen	1148027
enige	1132149
nemen	1122896
geweldig	1122542
staan	1104125
bang	1091936
eten	1081401
geleden	1079494
eerst	1074733
o	1064292
hoor	1051970
gevonden	1043371
vandaag	1042675
eigen	1042110
beste	1031243
denken	1030208
jongen	1029572
wereld	1024870
denkt	1010076
thuis	1006935
gezegd	1002082
hen	998406
heen	993580
jongens	986699
buiten	973546
zoon	970167
ken	964569
politie	960611
gelijk	956069
elke	954915
zouden	953163
familie	948391
probleem	946296
halen	937889
morgen	937075
vertel	936250
meisje	935794
bijna	933989
alsof	932075
werken	925931
geloof	925379
hoop	924901
volgens	911112
mannen	910823
eigenlijk	902599
manier	902092
verder	899442
horen	882742
vermoord	882730
kleine	881591
zat	880791
vrienden	877428
precies	874480
geeft	870693
verdomme	868864
kind	865507
tussen	859297
daarom	844686
houdt	844470
hè	840828
orde	838164
begrijp	836706
soms	835944
wou	833479
gemaakt	830258
plaats	829857
vroeg	829148
dagen	827372
wachten	825722
hoofd	824506
krijgt	819009
rustig	815549
stop	813215
krijg	812054
gebeurt	810483
vond	805368
open	800746
werkt	796454
kant	793769
volgende	793235
kans	789610
gehad	782768
moment	781255
zaak	779815
zoek	776037
oude	775646
blij	772597
vijf	768395
voel	765962
pas	763941
stad	756348
vanavond	754902
best	752057
zoeken	749718
bel	749584
probeer	748106
ding	738390
vindt	731684
soort	730834
gehoord	727137
zet	722981
later	721047
brengen	718422
hulp	718196
verteld	717294
prima	712241
vier	711611
minuten	707862
school	706362
slecht	700273
plan	700180
ligt	697434
pijn	696107
blijft	691545
broer	690288
eruit	689136
geloven	688683
betekent	687109
juist	685877
hoeveel	684653
gebruiken	681778
pak	680745
kamer	680434
jezelf	678449
welke	676374
spreken	671939
week	668287
eerder	667860
heet	661893
vrij	660471
zodat	659561
ergens	658414
gaf	655146
proberen	654536
groot	653885
haal	651561
water	650968
voordat	649765
foto	647280
sinds	646087
ogen	645901
problemen	643189
dokter	641266
dochter	639309
agent	639294
plek	638400
help	636309
land	634165
klopt	632613
word	631511
boven	628805
handen	623895
beginnen	623556
kent	621403
spelen	619603
mogelijk	616586
mis	612757
kreeg	609998
praat	609472
deur	607127
echte	607106
lk	603626
moeilijk	602248
hoeft	599636
baby	597574
stoppen	596239
bellen	595028
doden	593397
ie	589144
zoveel	588575
jaren	586852
hetzelfde	583741
vrouwen	581359
verhaal	578936
dr	577313
druk	576448
per	569300
