de	21
het	26
een	71
van	79
is	92
en	100
in	118
dat	119
op	184
te	191
zijn	208
niet	216
met	226
voor	248
die	281
hij	293
er	299
ze	319
maar	337
als	357
om	377
aan	389
was	434
naar	502
dan	511
dit	513
ook	556
wat	574
nog	582
heeft	599
bij	677
uit	680
kan	712
over	724
of	725
geen	755
hebben	767
wel	795
zo	803
haar	830
door	867
al	868
deze	875
meer	923
zou	1013
waar	1019
nu	1071
had	1097
kunnen	1114
hem	1126
moet	1132
je	1166
tot	1184
worden	1195
daar	1225
goed	1230
gaan	1232
hier	1254
gaat	1270
veel	1282
wordt	1294
ik	1394
jaar	1410
twee	1421
dus	1433
alleen	1470
wil	1505
hun	1534
weer	1540
tegen	1564
zal	1576
mensen	1581
zich	1620
komt	1645
werd	1649
andere	1675
toen	1678
tijd	1719
maken	1727
omdat	1747
zien	1749
na	1768
komen	1772
doen	1779
hoe	1809
we	1812
moeten	1835
mee	1851
toch	1891
terug	1913
waren	1958
zij	1992
iets	1999
af	2019
zoals	2054
leven	2101
staat	2120
eerste	2147
weg	2177
onder	2229
laten	2241
man	2251
alle	2264
keer	2308
nieuwe	2400
altijd	2402
dag	2437
één	2446
net	2451
drie	2477
heel	2486
grote	2523
kwam	2533
binnen	2653
wie	2675
elkaar	2681
kon	2693
steeds	2729
nooit	2752
sportvisserij	2755
laat	2758
ging	2762
alles	2888
zelf	2911
huis	2930
werk	2946
toe	2952
nodig	3019
zonder	3021
laatste	3032
eigen	3083
uur	3101
samen	3148
eens	3207
lang	3222
vinden	3251
vrouw	3297
tussen	3321
krijgen	3348
kinderen	3379
snel	3383
volgens	3422
maakt	3451
staan	3452
eerst	3463
verder	3470
weet	3555
zelfs	3578
achter	3633
zo'n	3649
hele	3652
geven	3722
hadden	3729
moest	3733
erg	3740
plaats	3748
niets	3750
even	3793
blijven	3799
geld	3886
doet	3902
wanneer	3905
zit	3905
weten	3915
houden	3920
beter	3923
goede	4035
werken	4038
mag	4055
anders	4057
want	4101
mijn	4102
