ik	70552435
je	63680783
de	56161330
het	53587411
dat	43566490
is	41455855
een	38873608
niet	34307018
en	29216779
van	24609294
in	21555813
wat	19684886
we	19154527
ze	17789963
te	17666094
hij	17112053
zijn	16806743
op	16759804
maar	15587480
er	15104464
met	14383436
voor	14317817
die	13957831
als	12564081
heb	12485256
me	12380601
was	11035387
om	10027333
ben	9741602
dit	9241585
aan	9108594
mijn	8686620
naar	8425283
dan	8407851
u	8324797
n	7926255
weet	7890472
hier	7710037
zo	7600038
kan	7593434
nog	7412908
geen	7400909
jij	7331865
heeft	7249237
wel	6994675
hem	6940709
ja	6892860
moet	6867797
hebben	6797199
wil	6698330
goed	6358252
haar	6328721
nee	6001259
ook	5964372
nu	5757893
hoe	5742101
over	5609732
waar	5586436
uit	5410373
bij	5233592
of	5171343
doen	5097914
zou	5037081
gaan	4853207
ga	4780556
al	4755352
mij	4719861
bent	4710649
ons	4304593
had	4275083
meer	4244580
daar	4228430
iets	4166818
gaat	4157823
zal	4098590
jullie	4079593
deze	4066515
hebt	3993611
m	3979674
waarom	3934340
kom	3928841
door	3572466
kunnen	3503220
moeten	3417327
dus	3373413
laat	3348517
t	3315317
jou	3147582
wie	3105886
denk	3102857
alles	3047618
echt	3036194
alleen	2975634
doe	2940900
toch	2855959
s	2832242
zien	2793568
weg	2703904
eens	2665018
man	2588589
misschien	2548442
laten	2545933
nooit	2508856
terug	2483966
mee	2455860
nou	2443637
zei	2439418
tot	2432475
veel	2392336
oké	2389459
worden	2358115
niets	2347007
iemand	2336812
komt	2310086
toen	2307328
mensen	2200143
even	2187814
onze	2186740
komen	2150906
wordt	2139532
gewoon	2122062
weten	2107136
twee	2101712
weer	2097642
nodig	2094658
tijd	2069011
tegen	2031724
leven	2002625
zeggen	1990060
maken	1944372
net	1936720
omdat	1896914
jaar	1832438
uw	1831131
zit	1814092
heel	1811000
werd	1794223
zeg	1784319
wij	1763086
z	1749279
hun	1743001
hou	1733833
altijd	1727071
kijk	1715383
mag	1680381
gedaan	1666705
zeker	1649042
af	1638996
dood	1635130
zich	1596680
andere	1572412
dag	1566574
wilde	1533864
huis	1530397
allemaal	1513689
doet	1503392
jouw	1490551
vader	1489535
kunt	1484836
zij	1484200
dacht	1482823
zoals	1475958
waren	1462651
keer	1460080
vrouw	1438333
wacht	1430731
na	1427256
zie	1418803
willen	1376722
één	1369848
anders	1369574
staat	1339223
dank	1333632
geef	1329175
erg	1329116
kon	1325503
werk	1313844
geld	1300401
bedankt	1298549
wilt	1292951
mr	1288265
beter	1287215
iedereen	1282138
vinden	1267993
praten	1267890
spijt	1257177
moeder	1250495
oh	1247762
binnen	1247073
niemand	1239342
gezien	1236730
zitten	1211242
niks	1211041
zullen	1199995
eerste	1168615
alle	1158810
helpen	1156873
wist	1155960
vind	1147123
elkaar	1145377
uur	1145035
ging	1144899
genoeg	1127999
hele	1105226
kwam	1099310
drie	1098943
onder	1095759
vast	1094774
zegt	1081280
sorry	1076856
klaar	1073881
natuurlijk	1070730
lang	1070688
toe	1058513
neem	1055726
leuk	1053668
steeds	1036847
maakt	1031678
krijgen	1029857
god	1027016
zonder	1022010
maak	1021321
graag	1019401
deed	1005375
nieuwe	1004216
dingen	995173
naam	993671
hé	990287
houden	988365
grote	987365
bedoel	986959
geven	973821
ziet	973660
achter	972054
alsjeblieft	970360
blijven	952618
idee	950510
vertellen	949511
hallo	945473
geweest	942340
helemaal	941241
goede	931179
moest	927767
auto	923262
snel	919485
kijken	919014
mooi	916373
zag	909001
lijkt	903684
kun	901670
want	897651
wanneer	883720
kinderen	879682
laatste	878920
vragen	878906
ooit	875683
blijf	872911
paar	872349
luister	862168
zorgen	853920
zelf	844520
beetje	840325
hadden	838165
gebeurd	834489
zelfs	833858
vraag	831116
vriend	830267
meneer	828476
hand	828455
samen	828032
gek	813422
enige	805236
nemen	800444
staan	794303
eerst	787390
geweldig	787220
bang	766865
geleden	766459
eten	762027
eigen	758163
o	745668
vandaag	740779
hoor	738896
gevonden	737500
beste	732704
wereld	730402
denken	728072
jongen	724082
thuis	711603
denkt	711282
hen	710952
gezegd	705886
heen	700462
jongens	693260
buiten	692815
politie	691118
zoon	688152
elke	681345
zouden	680928
ken	676314
volgens	675162
gelijk	674714
familie	674248
bijna	669740
probleem	669675
werken	665222
halen	663641
morgen	658246
meisje	657763
alsof	655775
vertel	655633
verder	654618
hoop	653227
geloof	650021
mannen	646097
manier	643168
tussen	642076
eigenlijk	641101
kleine	630635
horen	623773
zat	622245
geeft	621909
vermoord	619375
vrienden	619059
precies	618571
plaats	613065
kind	612325
verdomme	608224
daarom	605754
gemaakt	598943
houdt	598215
soms	598041
dagen	593009
orde	590964
hè	589053
krijgt	587400
begrijp	586629
vroeg	586118
wou	584182
hoofd	583330
wachten	582818
vond	573147
rustig	572894
gebeurt	572388
krijg	572006
open	571633
stop	570254
werkt	566432
volgende	566375
kans	562975
kant	562568
moment	561640
oude	555911
gehad	553730
zaak	552250
vijf	552023
zoek	549264
pas	547293
stad	546945
blij	545554
voel	537572
soort	535090
best	533381
later	531801
vanavond	530346
zoeken	529689
bel	525352
probeer	524810
vindt	523805
ding	518754
vier	517271
zet	511718
brengen	511587
gehoord	510570
hulp	508529
ligt	504219
minuten	503499
verteld	503169
school	502686
prima	502175
blijft	498831
plan	496948
slecht	494716
pijn	489428
juist	489398
betekent	489226
gebruiken	487735
broer	487173
eerder	486216
week	486004
eruit	484218
welke	484029
geloven	483741
hoeveel	483167
kamer	481876
pak	477762
groot	476930
jezelf	476885
sinds	474286
spreken	474131
zodat	472796
vrij	471762
water	468445
gaf	467109
heet	466140
ergens	463987
land	462868
proberen	462500
voordat	460540
foto	459678
problemen	458785
ogen	457147
haal	457005
plek	455811
mogelijk	454922
dochter	453363
boven	451757
dokter	449815
agent	448629
spelen	448486
kreeg	446600
help	445713
klopt	444519
word	443978
handen	443682
beginnen	441456
jaren	441118
kent	438916
mis	431881
echte	430229
per	428528
deur	428237
praat	427777
moeilijk	427564
hoeft	423740
lk	422540
stoppen	421498
baby	419740
zoveel	418532
doden	418308
bellen	417869
tijdens	417696
vrouwen	416599
hetzelfde	415525
terwijl	414516
verhaal	413795
ie	413344
rond	411641
druk	411097
waarschijnlijk	406195
maanden	405674
dr	404366
ervan	401689
the	399509
lekker	399035
mooie	399031
liet	398704
vaak	398514
pakken	397926
